T,TM,Tm,SLP,H,VV,V,VM
nan,nan,nan,nan,nan,nan,nan,nan
30.3,33.6,26.5,1003.3,67,2.6,13,18.3
29.5,34.4,22.2,1005.7,70,3.4,7,14.8
30.6,34.6,25.5,1007.3,60,4,8.1,13
nan,nan,nan,nan,nan,nan,nan,nan
-,-,-,-,-,-,-,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
30,35.4,24,1005.2,66,2.7,2.8,7.6
28.3,35.7,23.8,1008,75,2.6,9.1,14.8
25.8,34,22.2,1008,91,1.9,10.9,18.3
nan,nan,nan,nan,nan,nan,nan,nan
-,-,-,-,-,-,-,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
28,33.2,22.6,1007.8,75,2.7,2.4,7.6
29.3,35.4,23.2,1008.3,63,2.6,2,11.1
28.9,35.5,23.4,1009.1,65,2.3,2.6,11.1
nan,nan,nan,nan,nan,nan,nan,nan
28.2,34.8,22.2,1008.4,66,2.7,2.6,9.4
28.7,35.2,22.5,1008.8,63,2.6,0.4,3.5
28.8,35.6,22.5,1008.5,59,2.6,0.4,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
26.4,34.6,20.2,1010,63,2.3,1.9,7.6
27.5,34.8,20.1,1008.1,63,1.9,2,9.4
27.8,35.3,22.4,1007.4,66,1.9,3.7,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
23.8,32.4,16.6,1012.7,62,1.8,0,-
24.2,31.8,17.3,1011.6,58,2.6,5.4,14.8
25.7,32.5,17,1012.1,58,2.6,3,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
27.1,34,17.8,1011,54,2.3,2.8,9.4
26,33.8,17.4,1013.8,52,2.4,2,7.6
24.8,32.9,17,-,54,2.6,3.3,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
24.5,32.5,15,1014.8,58,2.4,2,7.6
24.2,32.4,15.8,1016.8,59,2.1,0.6,5.4
24.2,31,15.6,1016.7,62,1.9,2.4,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
24.1,31,16,1015.3,63,1.6,2.2,10.7
24.1,31.1,16,1014.3,65,1.6,5,14.4
24.6,32,16,1012.1,63,1.6,4.1,7.6
25.2,31.6,18.5,1011.7,63,1.9,9.4,14.8
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
20.3,28,12.5,1015.7,44,3.1,8.3,18.3
18.6,27.8,10.5,1014.7,58,1.4,1.1,3.5
21.5,29,11,-,59,1.4,2.4,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
21.9,30.2,14.2,1009.6,74,1.3,4.1,9.4
22.2,29.4,17.6,1011.4,77,2.3,5.4,14.8
22.2,28.5,16.2,1015.2,67,2.4,4.8,9.4
nan,nan,nan,nan,nan,nan,nan,nan
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
19.3,27.9,10.4,1016.4,59,2.9,2,9.4
19.8,27.2,10.5,1016.3,64,2.1,0.7,5.4
20.8,28.2,10.7,1018,65,1.9,0.9,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
19.6,26.4,10.8,-,60,2.6,5.4,14.8
19.6,28,9,1014.6,56,2.4,2.4,11.1
18.9,28.1,8.6,1016.7,58,1.9,3.5,9.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
17.5,25.1,8.8,1015.7,67,1.9,4.8,22.2
16.5,24.2,7.6,1016.3,70,1.8,2.8,11.1
17.4,25,8.2,1014.9,66,1.8,1.1,7.6
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
16.4,21.6,11.2,-,77,2.6,3.9,7.6
15.7,21.4,8,1022.8,74,1.9,5.9,14.8
15.3,22,8.2,1022.3,78,1.9,5.6,13
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
14.8,22.3,5.2,1018.9,67,2.1,4.6,11.1
12.3,22.4,4,1017.9,74,1.3,1.1,3.5
11.3,22.3,4.7,1017.7,82,1.1,3,3.5
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
12.3,19.4,6.2,1016.8,80,1.3,6.7,25.9
11.1,20.6,3.6,1015.7,76,1.3,3,9.4
11.6,21.4,3.4,1017.1,76,1.1,2.4,5.4
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
12,22.9,3.8,1021.2,73,0.8,4.8,25.9
